hour,day,location,weather,road_condition,vehicle_type,accident,special_event,congestion
14,Mon,Office-Area,Rainy,Bad,Car,1,1,0
2,Sun,Market,Rainy,Bad,Bike,1,0,1
17,Tue,Highway,Clear,Good,Car,1,0,0
13,Tue,Residential,Foggy,Good,Bike,1,0,1
0,Fri,Office-Area,Rainy,Bad,Bike,1,1,1
0,Wed,Office-Area,Foggy,Bad,Bike,0,1,0
23,Fri,Market,Foggy,Bad,Bus,1,0,0
10,Wed,Highway,Foggy,Good,Bike,1,0,0
10,Mon,School-Zone,Foggy,Bad,Bus,0,1,1
2,Sat,Market,Foggy,Bad,Car,0,1,0
17,Sun,Office-Area,Rainy,Bad,Truck,0,1,0
6,Tue,Highway,Rainy,Bad,Car,1,1,1
22,Fri,Residential,Rainy,Good,Bus,1,1,0
2,Thu,School-Zone,Rainy,Bad,Car,0,0,1
7,Thu,Residential,Rainy,Good,Car,1,0,0
9,Thu,Office-Area,Clear,Bad,Bus,1,0,0
20,Sun,Office-Area,Clear,Bad,Bike,1,1,1
17,Tue,Highway,Clear,Good,Truck,1,1,0
1,Sun,Residential,Foggy,Good,Car,0,0,1
1,Sat,Market,Clear,Bad,Bike,1,1,1
9,Fri,Highway,Foggy,Bad,Bus,1,1,1
20,Thu,Market,Clear,Good,Truck,0,1,0
7,Fri,School-Zone,Rainy,Good,Car,1,1,0
1,Wed,Market,Foggy,Good,Bus,1,0,0
2,Fri,School-Zone,Clear,Bad,Car,0,0,0
4,Tue,Office-Area,Rainy,Good,Bus,1,1,0
20,Sun,Highway,Foggy,Bad,Bus,0,1,0
14,Fri,Market,Rainy,Bad,Car,0,1,1
16,Mon,Office-Area,Foggy,Good,Bike,0,1,1
16,Fri,Residential,Rainy,Bad,Bike,1,0,0
22,Mon,School-Zone,Clear,Bad,Truck,1,1,1
21,Mon,Market,Foggy,Good,Truck,1,0,1
15,Sat,School-Zone,Rainy,Good,Truck,1,0,0
22,Fri,Highway,Clear,Good,Car,0,0,1
7,Mon,Highway,Foggy,Good,Bus,1,1,0
15,Thu,Office-Area,Foggy,Bad,Car,1,1,1
18,Wed,Highway,Clear,Bad,Truck,0,1,1
22,Tue,Highway,Foggy,Bad,Car,0,1,1
15,Sun,Office-Area,Rainy,Bad,Truck,1,0,0
16,Thu,Highway,Foggy,Good,Bus,1,0,0
19,Wed,School-Zone,Clear,Bad,Bus,1,0,0
8,Sun,Highway,Foggy,Bad,Car,0,1,1
3,Sat,School-Zone,Clear,Bad,Bike,1,1,1
0,Thu,School-Zone,Rainy,Good,Truck,1,0,0
15,Thu,Office-Area,Clear,Bad,Bike,0,0,1
7,Tue,School-Zone,Clear,Good,Bike,0,0,1
10,Sat,Highway,Foggy,Bad,Bus,1,1,0
19,Thu,Office-Area,Foggy,Good,Truck,0,0,0
14,Wed,Market,Clear,Good,Bike,1,1,0
18,Sun,School-Zone,Rainy,Good,Bike,0,0,0
0,Wed,Market,Rainy,Good,Truck,0,0,0
3,Sun,Highway,Rainy,Bad,Car,1,1,0
23,Fri,Office-Area,Foggy,Good,Bike,0,1,0
8,Sat,Highway,Foggy,Bad,Bus,1,0,1
11,Mon,School-Zone,Rainy,Bad,Bike,0,1,1
16,Sat,Highway,Foggy,Good,Bus,1,1,1
5,Tue,Residential,Rainy,Bad,Bike,0,0,1
23,Wed,Office-Area,Foggy,Bad,Truck,0,1,1
3,Sun,Highway,Foggy,Good,Truck,0,1,0
6,Sat,Office-Area,Rainy,Bad,Bus,0,0,0
1,Sun,Residential,Clear,Bad,Bike,0,1,0
2,Fri,Highway,Foggy,Bad,Bus,0,0,0
19,Fri,Residential,Rainy,Good,Bus,0,0,1
5,Sat,Office-Area,Rainy,Good,Car,0,0,1
0,Tue,Market,Rainy,Good,Truck,0,0,1
6,Thu,Highway,Rainy,Good,Bus,0,0,0
22,Sun,Market,Foggy,Good,Bike,1,0,0
13,Mon,Residential,Clear,Bad,Bike,0,1,1
23,Thu,Office-Area,Foggy,Good,Car,0,0,1
9,Tue,Market,Rainy,Bad,Bike,1,1,0
20,Tue,Office-Area,Rainy,Good,Bus,1,0,1
14,Sat,Office-Area,Foggy,Bad,Bus,1,1,0
17,Wed,Highway,Rainy,Bad,Bike,1,1,1
19,Mon,School-Zone,Clear,Bad,Bike,0,0,0
16,Sat,Highway,Foggy,Bad,Car,0,0,1
11,Sat,Office-Area,Rainy,Good,Bike,1,0,0
7,Sat,School-Zone,Rainy,Good,Car,0,1,0
8,Fri,Office-Area,Clear,Good,Bus,0,1,1
4,Tue,School-Zone,Clear,Bad,Truck,0,0,0
17,Thu,Highway,Foggy,Good,Bike,1,1,1
2,Fri,Market,Clear,Good,Bus,0,0,1
8,Sat,Residential,Rainy,Bad,Bike,1,0,1
9,Sun,Residential,Foggy,Bad,Car,0,1,1
1,Mon,Residential,Foggy,Bad,Bike,1,0,0
6,Thu,Market,Rainy,Bad,Bike,1,1,1
2,Tue,Office-Area,Foggy,Bad,Bike,0,0,0
18,Wed,Office-Area,Clear,Bad,Bike,1,0,1
6,Thu,School-Zone,Clear,Bad,Car,1,1,1
11,Thu,School-Zone,Clear,Good,Truck,0,0,1
12,Sat,Office-Area,Foggy,Bad,Bus,0,0,0
4,Sun,Office-Area,Rainy,Bad,Truck,1,1,0
17,Wed,Highway,Foggy,Good,Bike,1,0,1
1,Mon,Residential,Foggy,Good,Bus,1,0,0
10,Fri,Office-Area,Clear,Good,Car,1,0,1
9,Wed,Office-Area,Foggy,Good,Bus,0,0,1
15,Sun,School-Zone,Rainy,Bad,Truck,1,0,1
6,Mon,School-Zone,Clear,Good,Bike,1,1,0
11,Thu,Highway,Foggy,Bad,Truck,0,1,1
16,Fri,Highway,Clear,Good,Car,1,1,0
19,Mon,Market,Foggy,Bad,Bus,1,1,1
9,Wed,Office-Area,Clear,Bad,Bus,0,1,1
5,Mon,Highway,Rainy,Bad,Truck,1,1,0
6,Wed,Highway,Rainy,Good,Bike,1,0,1
10,Thu,Office-Area,Clear,Good,Bike,0,1,0
10,Sat,School-Zone,Foggy,Good,Bus,0,1,1
14,Tue,Residential,Rainy,Good,Bike,1,0,1
12,Thu,School-Zone,Foggy,Good,Bus,1,0,0
16,Sun,Highway,Rainy,Bad,Bus,1,0,1
21,Thu,Market,Foggy,Bad,Bike,0,0,0
11,Thu,Market,Clear,Bad,Bike,0,0,1
23,Sat,Residential,Rainy,Bad,Bus,1,0,0
11,Tue,Residential,Rainy,Bad,Bus,0,0,0
8,Sun,Highway,Clear,Good,Car,1,1,1
9,Thu,Market,Clear,Bad,Car,0,1,0
6,Mon,Office-Area,Clear,Good,Bike,0,0,1
11,Thu,Office-Area,Rainy,Good,Car,0,1,1
11,Wed,School-Zone,Foggy,Bad,Truck,0,0,1
18,Sun,Highway,Foggy,Good,Bike,0,1,0
22,Tue,Highway,Foggy,Bad,Bus,0,1,0
0,Thu,Office-Area,Clear,Bad,Bus,1,0,0
20,Wed,School-Zone,Rainy,Good,Car,1,0,0
18,Fri,School-Zone,Foggy,Good,Truck,1,1,1
6,Thu,Highway,Foggy,Good,Bike,0,1,0
2,Thu,Highway,Foggy,Good,Bike,0,1,0
8,Sun,Market,Clear,Bad,Truck,1,0,1
1,Sat,Highway,Rainy,Bad,Truck,0,1,1
20,Fri,Office-Area,Rainy,Good,Bike,1,0,1
19,Thu,Market,Foggy,Good,Car,0,0,0
20,Tue,School-Zone,Foggy,Good,Car,1,0,0
5,Sat,Office-Area,Rainy,Bad,Car,0,0,0
11,Tue,School-Zone,Clear,Bad,Car,0,0,0
8,Sat,Highway,Rainy,Bad,Car,1,1,1
16,Tue,Highway,Rainy,Good,Bus,1,0,0
4,Sun,Office-Area,Foggy,Good,Car,0,1,1
16,Tue,Market,Clear,Bad,Truck,1,1,1
2,Fri,Market,Foggy,Good,Car,0,1,0
20,Tue,Highway,Clear,Bad,Bike,1,1,0
23,Fri,Market,Clear,Good,Car,0,0,1
8,Fri,Residential,Foggy,Bad,Bus,1,0,0
13,Tue,Market,Foggy,Bad,Car,0,0,0
17,Thu,Office-Area,Foggy,Good,Bus,0,1,0
1,Mon,School-Zone,Foggy,Good,Bus,1,0,0
23,Thu,Residential,Foggy,Good,Bike,0,0,0
17,Wed,Highway,Clear,Good,Bike,1,1,0
2,Fri,Market,Clear,Good,Bike,1,1,1
21,Tue,School-Zone,Rainy,Bad,Bike,0,0,1
14,Thu,Market,Foggy,Good,Truck,0,0,0
12,Sun,Office-Area,Clear,Bad,Car,1,1,0
22,Sat,Highway,Foggy,Bad,Bike,0,1,1
6,Tue,Residential,Foggy,Bad,Car,0,1,0
21,Sat,Market,Rainy,Bad,Car,0,0,1
10,Mon,School-Zone,Foggy,Bad,Truck,1,1,0
16,Sat,Market,Rainy,Bad,Bike,0,0,0
13,Tue,Highway,Clear,Good,Truck,1,0,0
8,Thu,School-Zone,Rainy,Bad,Car,0,0,1
11,Sun,School-Zone,Rainy,Good,Truck,1,1,1
16,Wed,School-Zone,Foggy,Bad,Truck,0,1,0
6,Mon,Highway,Foggy,Good,Car,1,0,1
6,Thu,School-Zone,Rainy,Good,Bus,1,1,0
20,Sun,Highway,Rainy,Good,Bus,0,1,0
16,Thu,Market,Rainy,Good,Bike,0,1,1
21,Sun,School-Zone,Clear,Bad,Bus,1,1,0
23,Sat,Market,Rainy,Good,Truck,0,0,1
17,Tue,Highway,Foggy,Bad,Bike,0,1,1
23,Thu,Highway,Rainy,Good,Bike,1,0,0
14,Mon,Highway,Rainy,Bad,Truck,0,0,0
12,Sun,Residential,Rainy,Bad,Truck,0,0,1
13,Wed,Office-Area,Foggy,Good,Bike,0,0,0
17,Tue,Market,Rainy,Bad,Truck,1,0,1
5,Tue,School-Zone,Rainy,Good,Truck,1,0,0
17,Thu,Highway,Rainy,Good,Car,0,1,1
11,Fri,School-Zone,Rainy,Bad,Car,1,0,1
10,Tue,Office-Area,Clear,Bad,Car,0,0,1
3,Wed,Residential,Rainy,Bad,Car,1,1,0
9,Mon,Market,Rainy,Good,Bus,1,1,1
15,Tue,Market,Rainy,Bad,Bike,1,1,1
10,Thu,School-Zone,Clear,Bad,Truck,0,0,0
12,Tue,Residential,Foggy,Good,Bike,1,1,1
13,Tue,Residential,Foggy,Good,Bus,0,1,1
8,Tue,Residential,Foggy,Good,Bike,1,0,0
15,Tue,Highway,Clear,Bad,Truck,0,0,0
17,Mon,Market,Foggy,Bad,Truck,0,1,1
19,Mon,Residential,Foggy,Good,Car,0,0,1
9,Thu,School-Zone,Foggy,Bad,Car,1,0,1
12,Mon,School-Zone,Foggy,Bad,Bus,1,1,1
19,Fri,Residential,Rainy,Good,Bike,1,0,1
16,Fri,School-Zone,Clear,Good,Car,0,1,0
20,Fri,Highway,Clear,Bad,Truck,1,1,1
9,Tue,Highway,Foggy,Bad,Truck,1,1,0
19,Sat,Residential,Foggy,Good,Car,1,0,1
23,Fri,Market,Foggy,Good,Bus,1,1,1
9,Sun,Office-Area,Rainy,Bad,Bus,1,0,1
1,Mon,Office-Area,Rainy,Good,Bike,1,1,1
19,Wed,Residential,Clear,Good,Car,0,1,0
15,Fri,School-Zone,Foggy,Bad,Bike,1,0,0
1,Wed,Market,Foggy,Good,Bike,1,0,1
14,Wed,Office-Area,Rainy,Good,Car,0,1,0
11,Wed,School-Zone,Rainy,Good,Bus,1,0,1
8,Thu,Residential,Rainy,Bad,Bus,0,1,0
11,Fri,Office-Area,Foggy,Bad,Truck,0,1,1
19,Sat,Office-Area,Foggy,Bad,Car,0,1,0
1,Mon,Market,Clear,Bad,Bike,1,0,1
6,Mon,Office-Area,Rainy,Good,Bike,0,0,1
19,Sat,Office-Area,Clear,Good,Truck,0,0,0
9,Mon,School-Zone,Clear,Bad,Car,0,1,1
2,Mon,Market,Foggy,Good,Car,0,1,1
14,Tue,Highway,Foggy,Good,Car,0,1,0
18,Fri,Market,Rainy,Bad,Bus,1,0,0
16,Sat,Highway,Foggy,Bad,Bike,0,1,0
22,Tue,Office-Area,Rainy,Good,Bike,0,1,0
3,Mon,Market,Clear,Good,Bus,0,1,1
15,Thu,Market,Foggy,Good,Truck,0,1,1
15,Sun,Office-Area,Clear,Bad,Truck,0,1,0
19,Mon,Office-Area,Rainy,Bad,Bus,0,1,1
15,Sun,Residential,Rainy,Bad,Bike,0,1,0
5,Mon,Highway,Foggy,Good,Truck,1,1,0
15,Fri,Market,Clear,Good,Truck,1,0,1
13,Mon,Market,Clear,Bad,Bike,0,0,0
22,Thu,Market,Foggy,Good,Car,0,1,1
21,Tue,Residential,Rainy,Bad,Bike,1,1,1
20,Fri,Highway,Rainy,Good,Truck,1,0,1
12,Wed,Residential,Foggy,Good,Bus,1,0,0
19,Fri,Market,Clear,Bad,Bike,0,1,0
12,Sat,School-Zone,Clear,Bad,Car,0,0,1
6,Sat,Office-Area,Foggy,Good,Bus,1,0,1
1,Sun,School-Zone,Clear,Bad,Bus,0,1,0
8,Sun,Market,Foggy,Bad,Bus,1,0,0
11,Sat,Residential,Rainy,Good,Car,0,1,1
20,Fri,Market,Rainy,Good,Bus,0,0,0
6,Sat,Highway,Rainy,Good,Bike,0,1,0
8,Sat,Highway,Rainy,Good,Bus,0,0,1
19,Fri,Market,Rainy,Bad,Car,1,0,0
21,Sun,Residential,Rainy,Bad,Bus,0,1,1
18,Tue,Office-Area,Rainy,Good,Bus,0,1,0
16,Fri,Highway,Foggy,Good,Bike,0,1,0
1,Sun,Highway,Rainy,Good,Bike,0,1,1
14,Fri,School-Zone,Rainy,Good,Truck,0,0,0
16,Tue,Highway,Rainy,Good,Car,0,1,0
1,Thu,Residential,Foggy,Good,Truck,1,0,0
15,Sat,Market,Rainy,Good,Bus,0,1,0
13,Wed,Office-Area,Clear,Good,Car,1,1,0
22,Thu,Office-Area,Clear,Bad,Truck,0,1,1
8,Mon,School-Zone,Foggy,Bad,Car,0,0,1
23,Wed,Residential,Foggy,Good,Car,0,0,0
22,Wed,Highway,Rainy,Bad,Truck,1,0,0
12,Sun,Highway,Rainy,Good,Truck,0,0,1
14,Mon,Residential,Rainy,Bad,Car,0,0,0
2,Thu,Highway,Clear,Good,Bike,1,1,0
11,Fri,School-Zone,Foggy,Bad,Bus,1,1,1
4,Fri,Market,Foggy,Bad,Bike,1,0,0
22,Tue,Market,Clear,Bad,Bus,0,0,1
17,Thu,School-Zone,Clear,Good,Bus,1,1,1
18,Thu,Residential,Rainy,Good,Truck,1,0,0
13,Tue,Residential,Clear,Bad,Bus,0,0,0
23,Thu,School-Zone,Clear,Bad,Car,1,1,1
5,Sat,School-Zone,Foggy,Bad,Bus,0,0,1
9,Mon,School-Zone,Clear,Good,Car,1,1,0
13,Mon,Office-Area,Clear,Bad,Bike,1,0,1
14,Sun,Office-Area,Rainy,Good,Bus,0,1,1
20,Thu,Office-Area,Clear,Good,Car,0,1,1
7,Wed,Market,Rainy,Good,Bus,1,0,1
0,Fri,Highway,Rainy,Bad,Truck,0,0,0
19,Sat,Residential,Clear,Bad,Car,1,0,1
20,Sat,School-Zone,Clear,Good,Bike,1,0,0
2,Wed,Office-Area,Clear,Bad,Truck,1,0,1
15,Tue,Residential,Rainy,Bad,Bike,0,1,0
21,Wed,Market,Rainy,Bad,Bike,1,1,0
11,Wed,Office-Area,Clear,Bad,Car,0,1,0
9,Tue,Residential,Clear,Good,Truck,1,1,0
10,Wed,Highway,Foggy,Bad,Car,1,0,1
6,Fri,Highway,Clear,Bad,Car,0,0,1
12,Thu,Office-Area,Rainy,Good,Bike,0,1,1
14,Sun,Residential,Clear,Bad,Car,0,1,0
7,Sun,School-Zone,Rainy,Bad,Bike,1,1,1
8,Wed,Office-Area,Clear,Bad,Bus,0,1,1
2,Fri,Highway,Clear,Bad,Bus,1,1,0
14,Thu,Market,Clear,Good,Truck,0,1,1
16,Fri,Highway,Foggy,Good,Car,0,1,1
5,Tue,Highway,Foggy,Good,Truck,1,1,1
18,Sat,Residential,Clear,Bad,Car,1,1,1
18,Sat,Office-Area,Rainy,Good,Bike,0,1,0
21,Thu,Residential,Rainy,Bad,Bus,1,0,0
13,Fri,Highway,Rainy,Good,Bike,1,0,1
12,Thu,Highway,Rainy,Good,Bus,1,0,0
21,Fri,Highway,Clear,Good,Bike,0,1,0
18,Fri,School-Zone,Foggy,Good,Bus,0,1,0
23,Wed,Residential,Rainy,Good,Bus,1,1,1
13,Mon,Highway,Clear,Good,Truck,0,0,0
14,Wed,Highway,Clear,Good,Bus,1,1,0
23,Mon,Office-Area,Rainy,Bad,Bike,0,1,1
17,Fri,Office-Area,Foggy,Good,Bike,0,1,0
7,Sun,Highway,Foggy,Good,Car,1,1,0
11,Fri,School-Zone,Foggy,Good,Truck,1,0,0
17,Sun,Office-Area,Foggy,Bad,Car,0,0,1
16,Wed,Residential,Foggy,Bad,Car,0,0,0
6,Fri,Office-Area,Clear,Bad,Bike,1,0,1
4,Fri,Residential,Rainy,Good,Car,1,1,1
17,Tue,School-Zone,Foggy,Good,Truck,0,0,1
17,Fri,Market,Rainy,Good,Bus,1,1,1
2,Fri,Office-Area,Foggy,Bad,Car,0,1,1
20,Thu,Office-Area,Foggy,Good,Bus,0,1,1
5,Sat,Market,Rainy,Bad,Car,0,1,1
23,Fri,Residential,Foggy,Bad,Bike,0,1,0
5,Wed,Highway,Rainy,Good,Bus,0,1,0
20,Sun,Market,Clear,Good,Car,1,0,0
22,Sun,Market,Rainy,Good,Bus,0,0,0
7,Thu,Market,Clear,Good,Car,0,0,1
3,Tue,Office-Area,Foggy,Bad,Car,0,1,0
23,Sun,Residential,Foggy,Good,Bike,0,1,1
0,Wed,Highway,Clear,Bad,Bus,0,0,1
12,Sun,Residential,Rainy,Good,Truck,1,0,0
16,Thu,Highway,Rainy,Bad,Bike,0,1,1
15,Mon,School-Zone,Rainy,Good,Car,0,0,1
11,Fri,Office-Area,Clear,Good,Bus,0,1,1
3,Fri,Residential,Foggy,Good,Car,1,0,0
19,Mon,Office-Area,Foggy,Bad,Bike,0,1,1
13,Sat,Residential,Clear,Bad,Bus,0,1,1
7,Sat,Residential,Clear,Good,Bus,1,1,1
8,Fri,Market,Clear,Good,Car,0,1,1
19,Sat,Highway,Clear,Good,Truck,0,0,1
2,Mon,Highway,Clear,Good,Car,0,0,1
2,Mon,Office-Area,Rainy,Bad,Bus,0,1,0
12,Wed,Office-Area,Rainy,Good,Car,0,1,1
16,Fri,Residential,Rainy,Bad,Bike,0,1,1
12,Mon,School-Zone,Clear,Bad,Bike,1,0,1
4,Tue,Highway,Rainy,Bad,Truck,0,1,0
12,Sat,Market,Rainy,Good,Bike,1,1,0
3,Tue,Market,Clear,Good,Bike,1,0,0
1,Thu,Residential,Clear,Bad,Bus,1,0,1
19,Sat,Highway,Rainy,Bad,Bus,1,0,0
4,Sun,Office-Area,Foggy,Bad,Bus,1,0,0
0,Sat,Highway,Clear,Bad,Car,1,0,0
18,Sat,Market,Foggy,Bad,Car,0,1,1
6,Fri,Residential,Clear,Bad,Truck,1,1,1
12,Tue,School-Zone,Clear,Bad,Truck,0,0,1
17,Tue,School-Zone,Clear,Bad,Truck,0,1,1
3,Fri,Residential,Foggy,Bad,Truck,1,0,0
13,Tue,Residential,Clear,Bad,Bike,1,1,0
12,Wed,Residential,Foggy,Good,Bus,0,1,0
0,Wed,Residential,Clear,Bad,Truck,1,0,1
8,Sun,Market,Clear,Good,Car,0,0,1
17,Sat,Highway,Foggy,Good,Truck,1,0,1
16,Sun,Residential,Foggy,Bad,Bus,0,0,0
7,Sat,Residential,Rainy,Bad,Bike,0,1,1
18,Thu,Market,Clear,Bad,Bike,0,0,0
22,Sat,Market,Rainy,Good,Bike,1,1,0
4,Mon,Market,Foggy,Good,Bike,1,1,1
2,Sun,Market,Clear,Bad,Bus,0,0,1
17,Thu,Highway,Rainy,Bad,Truck,0,1,0
16,Sat,Residential,Clear,Bad,Car,0,1,1
17,Thu,Market,Rainy,Bad,Car,0,0,0
15,Mon,School-Zone,Clear,Good,Car,0,1,0
20,Sat,Highway,Clear,Bad,Truck,0,1,0
16,Sat,Market,Foggy,Bad,Bus,1,0,0
16,Tue,School-Zone,Rainy,Bad,Bus,1,0,0
22,Sun,Office-Area,Rainy,Bad,Car,0,1,1
16,Sat,School-Zone,Foggy,Bad,Bike,1,0,0
0,Sun,School-Zone,Rainy,Good,Bus,0,0,1
3,Sun,Office-Area,Foggy,Bad,Bus,1,1,0
7,Sat,Office-Area,Rainy,Good,Bus,0,0,1
15,Sun,Residential,Clear,Bad,Bike,0,0,0
19,Thu,Market,Foggy,Good,Bus,0,0,1
1,Thu,Highway,Rainy,Bad,Truck,1,0,0
19,Tue,Highway,Foggy,Bad,Truck,0,0,0
12,Sat,Highway,Rainy,Good,Bike,0,0,1
21,Fri,Office-Area,Foggy,Good,Truck,1,1,1
9,Wed,School-Zone,Clear,Good,Car,0,1,0
19,Fri,Market,Rainy,Good,Car,0,1,0
14,Wed,Residential,Rainy,Good,Car,0,0,0
5,Wed,Residential,Foggy,Good,Car,1,0,1
22,Sat,Market,Clear,Bad,Car,1,1,0
6,Thu,School-Zone,Foggy,Bad,Truck,1,1,1
4,Sat,Residential,Foggy,Bad,Car,1,0,1
5,Sun,School-Zone,Rainy,Good,Bus,0,1,1
13,Mon,Residential,Foggy,Bad,Car,1,1,0
4,Mon,Highway,Clear,Good,Bus,0,1,0
22,Tue,School-Zone,Rainy,Bad,Truck,0,0,0
2,Wed,Highway,Rainy,Bad,Bus,0,0,1
1,Sat,Market,Rainy,Bad,Car,1,1,1
15,Tue,School-Zone,Clear,Good,Truck,1,1,0
11,Sun,Residential,Clear,Bad,Truck,1,0,1
22,Tue,Residential,Rainy,Good,Bike,0,1,0
12,Thu,Highway,Clear,Bad,Truck,1,1,1
9,Fri,Residential,Clear,Bad,Bike,0,1,0
23,Sun,Residential,Rainy,Good,Truck,1,0,0
23,Fri,School-Zone,Foggy,Good,Bus,0,1,1
11,Mon,School-Zone,Clear,Bad,Bike,1,1,1
19,Mon,Market,Clear,Bad,Bike,0,1,0
14,Wed,Office-Area,Foggy,Bad,Bike,1,1,1
14,Sun,Residential,Foggy,Bad,Bike,1,0,0
17,Sun,School-Zone,Clear,Good,Truck,1,1,0
0,Fri,Highway,Clear,Good,Car,1,1,1
17,Tue,Residential,Rainy,Bad,Truck,0,0,1
9,Wed,Market,Clear,Good,Car,0,0,1
7,Sat,Office-Area,Foggy,Good,Bus,1,0,0
6,Thu,Highway,Clear,Bad,Bike,1,0,1
19,Sun,Residential,Foggy,Bad,Car,0,0,0
9,Fri,Market,Clear,Good,Car,0,0,1
15,Fri,Office-Area,Clear,Good,Bus,0,1,0
0,Fri,Residential,Foggy,Bad,Bus,1,0,0
10,Sun,Highway,Clear,Bad,Bus,1,1,0
1,Sun,Office-Area,Clear,Good,Car,1,0,1
6,Wed,School-Zone,Foggy,Good,Bus,1,1,1
2,Tue,School-Zone,Foggy,Bad,Bus,0,0,1
22,Fri,School-Zone,Rainy,Good,Bus,1,1,0
3,Tue,Highway,Clear,Bad,Truck,0,0,0
18,Thu,School-Zone,Clear,Bad,Car,1,0,0
7,Wed,Market,Clear,Bad,Bike,1,0,1
20,Thu,Highway,Clear,Bad,Truck,1,1,0
14,Sat,Residential,Foggy,Good,Bike,0,0,1
10,Fri,Office-Area,Clear,Bad,Car,0,0,1
21,Sat,Office-Area,Rainy,Bad,Car,1,0,1
11,Sun,Market,Clear,Bad,Car,0,1,1
21,Tue,School-Zone,Rainy,Good,Truck,0,1,1
2,Sat,Office-Area,Rainy,Good,Truck,1,0,1
8,Wed,Market,Foggy,Bad,Car,0,0,0
17,Fri,School-Zone,Foggy,Good,Bus,1,1,1
16,Wed,Highway,Foggy,Good,Car,0,1,0
7,Sun,Market,Clear,Bad,Bike,1,0,0
20,Fri,Residential,Clear,Bad,Car,0,0,1
21,Fri,Market,Foggy,Good,Truck,0,1,0
20,Fri,Office-Area,Clear,Bad,Bike,0,1,0
17,Tue,Office-Area,Rainy,Bad,Car,1,1,1
19,Wed,Market,Foggy,Bad,Bike,1,0,1
2,Sat,Highway,Clear,Bad,Truck,1,0,0
16,Sat,Market,Foggy,Bad,Bus,1,0,0
22,Sun,School-Zone,Foggy,Bad,Car,0,1,1
19,Tue,Office-Area,Foggy,Good,Bus,0,1,1
20,Sat,Highway,Rainy,Bad,Bus,1,0,1
16,Fri,Residential,Clear,Bad,Bus,0,0,1
6,Sun,Highway,Clear,Good,Bike,1,1,0
10,Fri,School-Zone,Rainy,Good,Car,0,0,0
16,Thu,Residential,Rainy,Good,Truck,0,1,1
7,Mon,Market,Clear,Good,Car,1,0,1
22,Mon,Market,Clear,Bad,Car,0,0,1
10,Sat,Highway,Foggy,Bad,Truck,0,0,0
20,Tue,Residential,Clear,Bad,Car,0,0,1
10,Mon,Market,Clear,Bad,Bike,1,0,1
9,Sat,Office-Area,Clear,Good,Bike,0,0,1
5,Sun,Highway,Foggy,Good,Bike,0,1,1
9,Wed,Residential,Rainy,Bad,Car,1,1,0
1,Fri,Market,Foggy,Good,Bike,0,0,1
20,Sat,Highway,Foggy,Bad,Bus,0,0,1
0,Thu,Market,Foggy,Good,Car,1,0,0
20,Sun,Highway,Clear,Bad,Bike,1,0,1
7,Mon,Highway,Rainy,Good,Bike,1,0,0
17,Wed,School-Zone,Clear,Good,Bus,1,1,0
6,Wed,Highway,Foggy,Good,Bus,1,1,0
13,Tue,Market,Foggy,Bad,Car,0,0,1
6,Sat,Office-Area,Rainy,Bad,Bus,0,1,0
14,Wed,Office-Area,Rainy,Bad,Bike,0,1,1
3,Tue,Market,Clear,Good,Bus,0,1,0
15,Sat,Market,Clear,Bad,Bike,1,0,1
2,Tue,Residential,Foggy,Bad,Bike,0,0,1
14,Tue,Highway,Rainy,Good,Bus,1,0,0
9,Fri,School-Zone,Rainy,Good,Bus,0,1,0
0,Sat,Highway,Foggy,Good,Bike,0,1,1
12,Wed,Residential,Rainy,Bad,Car,0,1,1
17,Thu,School-Zone,Clear,Good,Bike,1,1,0
3,Tue,Highway,Rainy,Bad,Car,0,0,1
12,Mon,Highway,Clear,Good,Bus,0,0,1
17,Tue,Office-Area,Rainy,Bad,Bike,0,1,1
9,Fri,School-Zone,Rainy,Bad,Bike,1,0,0
21,Wed,Residential,Rainy,Bad,Truck,0,1,0
19,Tue,Residential,Clear,Bad,Bike,1,1,0
0,Sat,Office-Area,Rainy,Good,Bus,1,1,1
9,Sun,Highway,Clear,Bad,Car,0,1,0
4,Mon,Market,Rainy,Good,Truck,1,1,0
13,Mon,Market,Clear,Bad,Bike,1,0,1
17,Thu,Office-Area,Clear,Good,Bike,0,0,0
16,Sat,Office-Area,Clear,Good,Truck,0,0,0
3,Fri,Highway,Rainy,Bad,Bus,1,0,0
15,Sun,Highway,Foggy,Good,Bus,0,0,1
8,Sat,Highway,Rainy,Bad,Car,0,0,1
14,Sun,School-Zone,Foggy,Bad,Bike,0,0,0
16,Sat,School-Zone,Foggy,Bad,Bike,1,1,0
7,Tue,School-Zone,Rainy,Good,Bike,1,0,1
14,Fri,Highway,Clear,Bad,Bike,1,0,1
3,Sat,Highway,Clear,Bad,Car,0,0,1
7,Sun,Residential,Clear,Bad,Truck,0,0,1
5,Sun,Residential,Foggy,Bad,Car,1,0,0
9,Sat,Highway,Clear,Good,Truck,1,1,0
0,Sat,Residential,Rainy,Bad,Bike,1,1,0
13,Mon,Residential,Rainy,Good,Bike,0,1,0
8,Sat,Market,Foggy,Bad,Car,0,1,1
0,Fri,School-Zone,Clear,Good,Car,1,1,0
6,Sun,Office-Area,Clear,Bad,Bike,0,0,0
12,Sat,Market,Rainy,Good,Bike,0,0,0
8,Thu,Office-Area,Foggy,Bad,Bus,0,0,0
6,Mon,Residential,Foggy,Good,Bus,1,0,0
